trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
524,False,"{'a': 0.02480916030534351, 'e': 0.019083969465648856}",25,7,40.64202283639019,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.024761904761904763, 'e': 0.01904761904761905}",30,4,44.308312305397735,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.024714828897338403, 'e': 0.019011406844106463}",25,0,-83.63719805642246,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
527,False,"{'a': 0.024667931688804556, 'e': 0.018975332068311195}",20,13,46.42729442125009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.02462121212121212, 'e': 0.01893939393939394}",35,17,-9.965380109793784,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.024574669187145556, 'e': 0.01890359168241966}",20,15,22.18131567595768,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.024528301886792454, 'e': 0.018867924528301886}",25,19,37.60257002754987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.02448210922787194, 'e': 0.018832391713747645}",30,16,76.51350527683236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.02443609022556391, 'e': 0.018796992481203006}",25,15,44.40681010452576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.024390243902439025, 'e': 0.01876172607879925}",25,19,27.090822663836875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.024344569288389514, 'e': 0.018726591760299626}",25,0,28.684371686615002,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
535,False,"{'a': 0.024299065420560748, 'e': 0.018691588785046728}",25,20,31.377647526320548,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.024253731343283583, 'e': 0.018656716417910446}",20,13,46.52007028449711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.024208566108007448, 'e': 0.0186219739292365}",25,8,73.61799175077795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.024163568773234202, 'e': 0.01858736059479554}",20,12,38.2890756078058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.02411873840445269, 'e': 0.01855287569573284}",25,2,50.484537778597684,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.024074074074074074, 'e': 0.018518518518518517}",30,19,22.059935587132827,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
541,False,"{'a': 0.024029574861367836, 'e': 0.018484288354898338}",25,7,72.16615496494185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.023985239852398525, 'e': 0.01845018450184502}",20,11,40.30336593938765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.02394106813996317, 'e': 0.01841620626151013}",30,0,77.36698061846542,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.02389705882352941, 'e': 0.01838235294117647}",20,0,-73.95075370657831,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
545,False,"{'a': 0.023853211009174313, 'e': 0.01834862385321101}",30,15,9.775680057866106,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.023809523809523808, 'e': 0.018315018315018316}",20,7,57.08548653409906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.02376599634369287, 'e': 0.018281535648994516}",25,9,45.3991149798011,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.023722627737226276, 'e': 0.01824817518248175}",20,8,44.54774723158612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.023679417122040074, 'e': 0.018214936247723135}",30,0,87.37659086529709,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.023636363636363636, 'e': 0.01818181818181818}",20,11,-38.860967116844876,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
551,False,"{'a': 0.023593466424682397, 'e': 0.018148820326678767}",25,17,36.77235493047403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.02355072463768116, 'e': 0.018115942028985508}",20,10,60.56736579172718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.023508137432188065, 'e': 0.018083182640144666}",20,13,38.71266228865039,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.023465703971119134, 'e': 0.018050541516245487}",25,17,41.51045580957272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.023423423423423424, 'e': 0.018018018018018018}",20,15,30.10433915722536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.023381294964028777, 'e': 0.017985611510791366}",20,12,29.95066183381777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.02333931777378815, 'e': 0.017953321364452424}",20,11,35.95793708849728,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.023297491039426525, 'e': 0.017921146953405017}",25,7,53.878262827908756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.023255813953488372, 'e': 0.017889087656529516}",25,20,39.16376349643664,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.023214285714285715, 'e': 0.017857142857142856}",30,13,52.5790962175068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.023172905525846704, 'e': 0.017825311942959002}",35,21,57.687045832570774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.023131672597864767, 'e': 0.017793594306049824}",30,22,42.100775168385354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.023090586145648313, 'e': 0.017761989342806393}",20,10,38.00630192651142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.02304964539007092, 'e': 0.01773049645390071}",30,6,44.854800407313256,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.023008849557522124, 'e': 0.017699115044247787}",25,14,50.94469562008282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.022968197879858657, 'e': 0.0176678445229682}",25,14,-20.250493907863145,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
567,False,"{'a': 0.02292768959435626, 'e': 0.01763668430335097}",25,17,34.29448353855488,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.022887323943661973, 'e': 0.017605633802816902}",20,8,45.628602567964286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.022847100175746926, 'e': 0.01757469244288225}",20,4,34.34095251500616,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.02280701754385965, 'e': 0.017543859649122806}",20,16,31.586651820282462,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.02276707530647986, 'e': 0.017513134851138354}",25,15,43.88025834888623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.022727272727272728, 'e': 0.017482517482517484}",30,22,38.39065017847331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.02268760907504363, 'e': 0.017452006980802792}",30,20,42.8293316310667,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.02264808362369338, 'e': 0.017421602787456445}",20,8,31.352075709097264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.022608695652173914, 'e': 0.017391304347826087}",25,19,39.62563978308534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.022569444444444444, 'e': 0.017361111111111112}",25,10,58.822851781227776,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.022530329289428077, 'e': 0.01733102253032929}",25,0,73.55197334093326,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.02249134948096886, 'e': 0.01730103806228374}",20,6,50.595475976428276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.022452504317789293, 'e': 0.017271157167530225}",25,10,42.02535482515202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.022413793103448276, 'e': 0.017241379310344827}",25,18,30.43003516913411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.022375215146299483, 'e': 0.01721170395869191}",30,7,47.6594194812878,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.022336769759450172, 'e': 0.01718213058419244}",25,19,37.12633603269527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.022298456260720412, 'e': 0.017152658662092625}",20,12,46.344406191963614,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.02226027397260274, 'e': 0.017123287671232876}",25,3,21.81861183134105,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.022222222222222223, 'e': 0.017094017094017096}",30,22,39.99774402770666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.02218430034129693, 'e': 0.017064846416382253}",25,13,30.110125548051382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.022146507666098807, 'e': 0.017035775127768313}",25,20,29.85329906619905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.022108843537414966, 'e': 0.017006802721088437}",20,14,28.90443115396955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.022071307300509338, 'e': 0.01697792869269949}",20,12,9.910615854292944,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
590,False,"{'a': 0.022033898305084745, 'e': 0.01694915254237288}",20,5,56.94702877947809,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.021996615905245348, 'e': 0.01692047377326565}",20,2,82.82792052011398,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.02195945945945946, 'e': 0.016891891891891893}",20,1,38.427593576322266,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
593,False,"{'a': 0.021922428330522766, 'e': 0.016863406408094434}",20,0,3.2717327394273488,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
594,False,"{'a': 0.021885521885521887, 'e': 0.016835016835016835}",25,13,49.105438181748994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.021848739495798318, 'e': 0.01680672268907563}",20,13,45.3505665607403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.02181208053691275, 'e': 0.016778523489932886}",20,0,35.462925213733506,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.021775544388609715, 'e': 0.01675041876046901}",30,16,28.346168029038612,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
598,False,"{'a': 0.021739130434782608, 'e': 0.016722408026755852}",30,21,2.690984373719817,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.021702838063439065, 'e': 0.01669449081803005}",20,15,29.746207549811075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.021666666666666667, 'e': 0.016666666666666666}",20,5,48.8982241749597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.021630615640599003, 'e': 0.016638935108153077}",25,15,33.17197323251852,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.02159468438538206, 'e': 0.016611295681063124}",20,12,27.43299834102272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.02155887230514096, 'e': 0.01658374792703151}",30,22,55.57557901890359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.02152317880794702, 'e': 0.016556291390728478}",20,5,66.49058126394499,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.021487603305785124, 'e': 0.01652892561983471}",20,12,47.34034273986347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.02145214521452145, 'e': 0.0165016501650165}",20,13,29.582573204779514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.0214168039538715, 'e': 0.016474464579901153}",30,18,23.630013513365327,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.02138157894736842, 'e': 0.01644736842105263}",20,7,55.084288093616166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.021346469622331693, 'e': 0.016420361247947456}",20,12,38.77370235411658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.021311475409836064, 'e': 0.01639344262295082}",20,15,31.82346185551927,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.02127659574468085, 'e': 0.016366612111292964}",30,19,50.69126395734678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.021241830065359478, 'e': 0.016339869281045753}",30,23,37.47287171295799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.021207177814029365, 'e': 0.01631321370309951}",20,3,41.212499729739704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.021172638436482084, 'e': 0.016286644951140065}",20,1,48.70517720470722,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.02113821138211382, 'e': 0.016260162601626018}",20,8,68.42218054959731,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.021103896103896104, 'e': 0.016233766233766232}",25,9,-38.48965360559548,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
617,False,"{'a': 0.02106969205834684, 'e': 0.01620745542949757}",25,14,44.15337949207649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.021035598705501618, 'e': 0.016181229773462782}",30,23,29.00274784114597,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.0210016155088853, 'e': 0.01615508885298869}",20,12,20.822318503133612,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.020967741935483872, 'e': 0.016129032258064516}",30,12,92.14477083544048,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.020933977455716585, 'e': 0.01610305958132045}",30,21,34.256083185415186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.02090032154340836, 'e': 0.01607717041800643}",20,0,72.39990655857918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.02086677367576244, 'e': 0.016051364365971106}",20,13,29.934864560726652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.020833333333333332, 'e': 0.016025641025641024}",20,6,32.978838385230304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.0208, 'e': 0.016}",20,15,30.045318628826656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.020766773162939296, 'e': 0.01597444089456869}",25,19,38.627067584024395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.02073365231259968, 'e': 0.01594896331738437}",20,0,41.991779747554425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.020700636942675158, 'e': 0.01592356687898089}",30,18,67.01048589010261,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.02066772655007949, 'e': 0.01589825119236884}",20,7,32.723321202228234,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
630,False,"{'a': 0.020634920634920634, 'e': 0.015873015873015872}",35,0,5.5392778546674,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
631,False,"{'a': 0.020602218700475437, 'e': 0.01584786053882726}",25,16,63.86123549947792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.020569620253164556, 'e': 0.015822784810126583}",30,20,33.103549957640546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.020537124802527645, 'e': 0.01579778830963665}",20,0,40.23461100389292,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.02050473186119874, 'e': 0.015772870662460567}",20,0,93.72982422915278,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'a': 0.02047244094488189, 'e': 0.015748031496062992}",25,13,33.64638446287906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.020440251572327043, 'e': 0.015723270440251572}",25,13,42.75281297260595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.02040816326530612, 'e': 0.015698587127158554}",35,12,99.55533584484542,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.02037617554858934, 'e': 0.01567398119122257}",30,20,31.71883363787083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.02034428794992175, 'e': 0.01564945226917058}",20,3,45.645845431205466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.0203125, 'e': 0.015625}",25,6,59.751103064936295,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.0202808112324493, 'e': 0.015600624024960999}",25,7,43.28603079651826,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.020249221183800622, 'e': 0.01557632398753894}",25,17,28.483960863800924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.02021772939346812, 'e': 0.015552099533437015}",20,11,41.69332536050477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.020186335403726708, 'e': 0.015527950310559006}",25,10,51.39926096665267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.020155038759689922, 'e': 0.015503875968992248}",25,5,33.59508014003468,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.020123839009287926, 'e': 0.015479876160990712}",20,12,28.942313899672108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.02009273570324575, 'e': 0.015455950540958269}",20,0,26.035267626130597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
648,False,"{'a': 0.020061728395061727, 'e': 0.015432098765432098}",20,10,37.092246227251195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.020030816640986132, 'e': 0.015408320493066256}",20,12,36.40006563928403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.02, 'e': 0.015384615384615385}",25,16,41.50925771689335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.019969278033794162, 'e': 0.015360983102918587}",20,10,33.85212751838865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.019938650306748466, 'e': 0.015337423312883436}",25,20,41.184434705632974,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.019908116385911178, 'e': 0.015313935681470138}",20,16,31.413265495029904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.019877675840978593, 'e': 0.01529051987767584}",30,9,55.45172833421379,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01984732824427481, 'e': 0.015267175572519083}",20,10,23.772627432234838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.019817073170731708, 'e': 0.01524390243902439}",35,26,-2.9206009512490354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
657,False,"{'a': 0.0197869101978691, 'e': 0.015220700152207}",20,0,18.51364897287682,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
658,False,"{'a': 0.019756838905775075, 'e': 0.015197568389057751}",20,15,22.707843106822327,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.019726858877086494, 'e': 0.015174506828528073}",30,10,67.8976736359038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.019696969696969695, 'e': 0.015151515151515152}",20,0,94.7500570555797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.019667170953101363, 'e': 0.015128593040847202}",25,18,27.814624552760506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.019637462235649546, 'e': 0.015105740181268883}",25,5,62.07004050383152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.0196078431372549, 'e': 0.015082956259426848}",30,20,50.562578580768644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01957831325301205, 'e': 0.015060240963855422}",25,14,32.74770968455763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.019548872180451128, 'e': 0.015037593984962405}",20,8,29.139617990778234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01951951951951952, 'e': 0.015015015015015015}",20,7,32.73672696297702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.019490254872563718, 'e': 0.014992503748125937}",30,20,35.98067702075176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.019461077844311378, 'e': 0.014970059880239521}",25,14,42.054749719625306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01943198804185351, 'e': 0.014947683109118086}",30,5,94.9550294580703,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.019402985074626865, 'e': 0.014925373134328358}",30,19,54.62991635101604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.019374068554396422, 'e': 0.014903129657228018}",25,16,33.901777835100496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.019345238095238096, 'e': 0.01488095238095238}",20,16,25.126110453882767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.019316493313521546, 'e': 0.014858841010401188}",25,20,38.157383078953025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.019287833827893175, 'e': 0.01483679525222552}",25,20,28.989971207467278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01925925925925926, 'e': 0.014814814814814815}",20,14,29.44784391364409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.019230769230769232, 'e': 0.014792899408284023}",20,11,43.17038871041365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.019202363367799114, 'e': 0.014771048744460856}",25,14,44.37024222371197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.019174041297935103, 'e': 0.014749262536873156}",30,18,37.57727040236196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01914580265095729, 'e': 0.014727540500736377}",20,16,33.17135064231637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01911764705882353, 'e': 0.014705882352941176}",35,24,51.48857788630017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01908957415565345, 'e': 0.014684287812041116}",20,7,29.30395391100966,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.01906158357771261, 'e': 0.01466275659824047}",35,23,50.95078824784651,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.01903367496339678, 'e': 0.014641288433382138}",25,17,41.19477746553754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.019005847953216373, 'e': 0.014619883040935672}",20,9,43.475154746937086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01897810218978102, 'e': 0.014598540145985401}",25,12,33.010079374579256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.018950437317784258, 'e': 0.014577259475218658}",20,7,11.778891448643714,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
687,False,"{'a': 0.018922852983988356, 'e': 0.01455604075691412}",30,20,53.29372779242587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.0188953488372093, 'e': 0.014534883720930232}",20,10,33.58793427581385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.018867924528301886, 'e': 0.01451378809869376}",25,2,85.2321570744232,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01884057971014493, 'e': 0.014492753623188406}",35,12,73.0293900163168,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01881331403762663, 'e': 0.01447178002894356}",25,16,52.860539116127605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01878612716763006, 'e': 0.014450867052023121}",30,24,48.581303142292086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01875901875901876, 'e': 0.01443001443001443}",25,11,55.50841713749308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.018731988472622477, 'e': 0.01440922190201729}",25,0,64.51123030320139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,False,"{'a': 0.01870503597122302, 'e': 0.014388489208633094}",20,6,47.605018571333346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01867816091954023, 'e': 0.014367816091954023}",20,7,56.262711387241445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.018651362984218076, 'e': 0.014347202295552367}",20,8,42.558117773459706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
